<START:location> Strilkovychi (49.5, 23.13333) <END>
<START:location> Malen’koye (45.07585, 33.99942) <END>
<START:location> Velikiy Log (48.41667, 39.55) <END>
<START:location> Stantsiya Stazhiska Dvur (49.97185, 23.54601) <END>
<START:location> Beaucamps de Bas (49.46389, -2.58083) <END>
<START:location> Hradivka (47.39066, 31.07853) <END>
<START:location> Hybalivka (48.73322, 28.09642) <END>
<START:location> Pylnia (51.4112, 30.72941) <END>
<START:location> Vovkivske (50.24243, 33.46954) <END>
<START:location> Mostove (47.4179, 30.99232) <END>
<START:location> Sredniy (50.12126, 37.13966) <END>
<START:location> Ivanivka (50.70074, 28.33675) <END>
<START:location> Bratoliubivka (46.97933, 35.04972) <END>
<START:location> Dunayivtsi (49.02121, 26.84084) <END>
<START:location> Urochyshche Sokurenka (47.39528, 29.94639) <END>
<START:location> Vulytsia Badaieva (46.50108, 30.69164) <END>
<START:location> Romashkovo (51.13333, 26.05) <END>
<START:location> Pysarivka (49.42134, 34.60602) <END>
<START:location> Mechnikove (49.78762, 38.00518) <END>
<START:location> Novoselitsa Vyzhna (48.95, 23.91667) <END>
<START:location> Valiivka (50.83578, 34.26268) <END>
<START:location> Turia-Bystra (48.65744, 22.81154) <END>
<START:location> Chernin (50.88333, 30.55) <END>
<START:location> Lvivskyi Raion (49.87, 24.1) <END>
<START:location> Trybukhivtsi (49.04099, 25.45551) <END>
<START:location> Vorona (48.94882, 24.76309) <END>
<START:location> Shevchenka (49.44877, 27.87546) <END>
<START:location> Hrudky (51.68328, 24.94071) <END>
<START:location> Zalozhtsy-Nove (49.80198, 25.38967) <END>
<START:location> Odrynky (51.19534, 26.37189) <END>
<START:location> Tarasovo-Hryhorivka (48.99058, 32.68171) <END>
<START:location> Zapadintsy (49.49639, 27.47962) <END>
<START:location> Kholodne (49.65492, 31.99889) <END>
<START:location> Pidlistsi (50.61584, 25.40345) <END>
<START:location> Peremoha (50.12612, 35.8759) <END>
<START:location> Prosianykivka (48.95157, 34.00814) <END>
<START:location> Inhul (46.97955, 31.9899) <END>
<START:location> Dzveniache (49.3821, 29.57408) <END>
<START:location> Kozatska Street (50.74333, 28.91076) <END>
<START:location> Tarutyne Raion (46.18549, 29.15157) <END>
<START:location> Sovetskoye (44.53409, 34.18729) <END>
<START:location> Nove Zaporizhzhia (47.82281, 36.20811) <END>
<START:location> Nihyn (48.83877, 26.56828) <END>
<START:location> Probiina (48.00263, 24.90374) <END>
<START:location> Sokolivske (48.47424, 32.20288) <END>
<START:location> Shevchenkove (48.43761, 31.71407) <END>
<START:location> Yaresky (49.83822, 33.9126) <END>
<START:location> Malynivskyi Lane (50.78287, 29.27114) <END>
<START:location> Valley Gardens (49.71583, -2.20583) <END>
<START:location> Hora Biyukoba (44.92761, 34.88862) <END>
<START:location> Markovo (45.28697, 35.00302) <END>
<START:location> Tsybivka (49.87064, 37.39753) <END>
<START:location> Novoozerne (45.46544, 28.70879) <END>
<START:location> Fedorovka (45.77492, 33.68402) <END>
<START:location> Illinka (48.40062, 34.45079) <END>
<START:location> Leheidy (49.84631, 34.1188) <END>
<START:location> Molodizhna Street (50.92841, 29.41758) <END>
<START:location> Zhemchuzhina (45.27466, 34.65778) <END>
<START:location> Hazoprovidne (52.17241, 32.91887) <END>
<START:location> Tsovy (49.82781, 34.05649) <END>
<START:location> Rudnya Frankovka (51.31667, 28.35) <END>
<START:location> Zvenyhorod (49.09186, 25.40492) <END>
<START:location> Velykyy Bereznyy (48.8934, 22.46121) <END>
<START:location> Lisna (50.2691, 28.62608) <END>
<START:location> Дзержинськ (48.4, 37.8333333) <END>
<START:location> Zarichne (50.55597, 26.54092) <END>
<START:location> Dibrivka (49.32096, 29.76622) <END>
<START:location> Bohdanivka (48.61776, 37.89675) <END>
<START:location> Prostore (49.65095, 38.49462) <END>
<START:location> Hora Sosman (45.11817, 36.29335) <END>
<START:location> Tsyriulyky (50.35985, 35.95827) <END>
<START:location> Zakhidnoye (51.48333, 31.23333) <END>
<START:location> Brailivka (49.12431, 36.34575) <END>
<START:location> Lenina (49.98333, 36.47806) <END>
<START:location> Dovhyi Lis (51.39862, 29.27771) <END>
<START:location> Chervona Hirka (49.46673, 36.6239) <END>
<START:location> Babanivka (46.70032, 35.85069) <END>
<START:location> Hradysk (51.38489, 25.34118) <END>
<START:location> Orel’ka (48.97543, 35.92973) <END>
<START:location> Budyshche (51.49059, 33.98609) <END>
<START:location> Stupky (49.73091, 34.67778) <END>
<START:location> Stav Dovhyi (51.70928, 26.10467) <END>
<START:location> Novokostiantynivka (46.59619, 35.68764) <END>
<START:location> Steshchyna (51.15387, 29.74146) <END>
<START:location> Rozdilna-Sortuvalna (46.88942, 30.0434) <END>
<START:location> Horbachi (50.96787, 28.82426) <END>
<START:location> Sergeyevka (46.58333, 34.53333) <END>
<START:location> Gycha (48.60227, 23.81525) <END>
<START:location> Buhaivka (48.41767, 38.85866) <END>
<START:location> Staraya Guta (50.86667, 27.06667) <END>
<START:location> Ridkodub (49.92028, 37.60833) <END>
<START:location> Vsevoloda Lazuky Street (50.74892, 28.99553) <END>
<START:location> Onopriivka (49.01886, 30.66625) <END>
<START:location> Tartak (50.38081, 27.83204) <END>
<START:location> Travneve (49.13291, 35.41919) <END>
<START:location> Stovpychne (51.38121, 29.00529) <END>
<START:location> Budyshche (51.65881, 32.96316) <END>
<START:location> Lativka (47.77413, 33.25414) <END>
<START:location> Shesherovichi (49.71243, 23.33469) <END>
<START:location> Yakymiv Yar (47.38386, 30.27646) <END>
<START:location> Monastyrok (48.73231, 25.8557) <END>
<START:location> Yakymivka (49.29037, 29.53821) <END>
<START:location> Pukhove (51.13285, 29.53827) <END>
<START:location> Dmytrivka (50.03203, 29.73) <END>
<START:location> Chernikhov (49.61122, 23.34123) <END>
<START:location> Sopit (49.14383, 23.38229) <END>
<START:location> ZelenyGorod (46.47714, 30.61566) <END>
<START:location> Verkhnie (49.04684, 22.95479) <END>
<START:location> Savychi (50.22199, 27.22298) <END>
<START:location> Nova Street (50.96951, 29.3476) <END>
<START:location> Ol’govka (47.3, 34.23333) <END>
<START:location> Poltavka (48.53306, 37.39858) <END>
<START:location> Buchach (49.06234, 25.39496) <END>
<START:location> Teplianka (49.47051, 37.1852) <END>
<START:location> Osoivka (50.90988, 35.17189) <END>
<START:location> Honcharivske (51.29878, 30.91968) <END>
<START:location> Ovdianske (50.59284, 34.66845) <END>
<START:location> Khrebet Iograf (44.51486, 34.11968) <END>
<START:location> Stantsiya Reshayushchiy (52.11788, 33.86273) <END>
<START:location> Solontsevataya (47.75, 35.95) <END>
<START:location> Fabrychne (48.47942, 39.32318) <END>
<START:location> Yablunivka (49.68938, 29.961) <END>
<START:location> Hrymalivka (50.27974, 25.04876) <END>
<START:location> Shchaslyvtseve (46.03264, 34.83448) <END>
<START:location> Zhuvakovka (49.51333, 37.10944) <END>
<START:location> Ozertse (50.818, 25.34822) <END>
<START:location> Novotymofiivka (46.84595, 32.79169) <END>
<START:location> Mykhailivka (50.47458, 27.1632) <END>
<START:location> 11 Mirrors (50.44797, 30.49958) <END>
<START:location> Spaske (51.04272, 27.94273) <END>
<START:location> Dubetsk (51.58333, 25) <END>
<START:location> Chubarovka (47.19474, 31.09122) <END>
<START:location> Orley Las (49.22242, 31.60509) <END>
<START:location> Svichkivka (49.95602, 33.21408) <END>
<START:location> Molchanovka (49.52238, 26.03281) <END>
<START:location> Lebedyni Ostrovy - Filial Krymskoho Zapovidnyka (45.86916, 33.52396) <END>
<START:location> Hai (50.82875, 33.51799) <END>
<START:location> Rivnya (48.08333, 25.28333) <END>
<START:location> Brovar (50.05, 23.78333) <END>
<START:location> Platonivka (50.8213, 31.65525) <END>
<START:location> Urochishche Yamki (51.9197, 25.13403) <END>
<START:location> Mosty (48.74708, 33.99574) <END>
<START:location> La Petite Blaye (49.71361, -2.21361) <END>
<START:location> Lutuhyne (48.40607, 39.20483) <END>
<START:location> Shemetitsa (51.05, 28.43333) <END>
<START:location> Vtoraya Nikolayevka (47.78333, 29.51667) <END>
<START:location> Romanivshchyna (50.85835, 32.32582) <END>
<START:location> Vyhoda (48.53841, 26.35231) <END>
<START:location> Yurkivtsi (48.50197, 25.93335) <END>
<START:location> Bohdanove (52.30822, 33.27843) <END>
<START:location> Radoshyn (51.1724, 24.97783) <END>
<START:location> Mokryi Indol (45.16267, 35.03357) <END>
<START:location> Chesnivka (49.30631, 30.76908) <END>
<START:location> Smoline (48.60127, 31.31292) <END>
<START:location> Vynohrad (47.23011, 30.78834) <END>
<START:location> Martynivka (50.55851, 25.16833) <END>
<START:location> Mykolaivka (48.85461, 37.7728) <END>
<START:location> Kropyvnytskyi Airport (48.5428, 32.285) <END>
<START:location> Pysarivka (51.07399, 34.79999) <END>
<START:location> Shcherbaky (49.13024, 33.5829) <END>
<START:location> Vlasiuka Street (50.18576, 26.87931) <END>
<START:location> Lypliany (50.78819, 25.2979) <END>
<START:location> Dziubivka (50.34479, 31.74143) <END>
<START:location> Grigor’yevka (45.42143, 34.12086) <END>
<START:location> Korechnoye (49.97389, 37.68417) <END>
<START:location> Bohdanivka (49.66618, 26.48204) <END>
<START:location> Shostkyns’ka Mis’krada (51.87066, 33.48777) <END>
<START:location> Veselyi Hai (48.82346, 34.95623) <END>
<START:location> Romanky (50.01772, 34.17573) <END>
<START:location> Pervomayskiy (48.67889, 38.76083) <END>
<START:location> Staryi Zutir (49.44369, 33.21859) <END>
<START:location> Dolynka (50.61394, 24.36669) <END>
<START:location> Orani (50.81018, 24.21313) <END>
<START:location> Shevchenkivskii (49.18753, 31.89319) <END>
<START:location> Tlumach (48.86519, 25.00385) <END>
<START:location> Бровари (50.5166667, 30.8166667) <END>
<START:location> Mys Kyz-Kule-Burun (44.8392, 34.9613) <END>
<START:location> Brazolove (48.76532, 35.99883) <END>
<START:location> Pustomyty (50.71829, 26.7159) <END>
<START:location> Uzyn (48.98445, 24.8151) <END>
<START:location> Saranchyne (50.24939, 33.43617) <END>
<START:location> Vasylivka (48.84642, 31.91614) <END>
<START:location> Butkevych (48.317, 38.874) <END>
<START:location> Zhovti Vody 1 (48.38234, 33.61541) <END>
<START:location> Ostalets (50.4, 25.48333) <END>
<START:location> Promin (48.29503, 34.53442) <END>
<START:location> Ostriv Zmiyinyy (45.25489, 30.20371) <END>
<START:location> Trostianets (49.33077, 24.921) <END>
<START:location> Bohdany (49.93033, 31.87548) <END>
<START:location> Pomazany (45.60421, 29.30753) <END>
<START:location> Bagrovets (48.44394, 24.53549) <END>
<START:location> Mali Nizhirchyky (49.89367, 28.58956) <END>
<START:location> Zaluchchia (48.74102, 26.23502) <END>
<START:location> Bober (51.24545, 29.63289) <END>
<START:location> Slobodo-Petrivka (50.11745, 32.38397) <END>
<START:location> Zeremlia (50.36228, 27.60219) <END>
<START:location> Buky (49.08929, 30.40901) <END>
<START:location> Belen’kaya (48.7809, 38.63292) <END>
<START:location> Bezimianka (45.89969, 30.01703) <END>
<START:location> Veles’nitsa-Dol’na (48.72465, 24.75428) <END>
<START:location> Plysky (51.11814, 32.43403) <END>
<START:location> Perovo (44.92513, 34.05753) <END>
<START:location> Demenky (48.94778, 34.25436) <END>
<START:location> Sviate Ozero (50.82619, 30.98742) <END>
<START:location> Ozero Trostse (51.46375, 25.47014) <END>
<START:location> Garnachitsa (51.53333, 26.95) <END>
<START:location> Перевальськ (48.4388889, 38.8194444) <END>
<START:location> Babychi (49.837, 33.99429) <END>
<START:location> Pershozvanivka (48.33778, 39.42556) <END>
<START:location> Swiss Hotel (48.92699, 31.47799) <END>
<START:location> Semyduby (50.3451, 25.80778) <END>
<START:location> Lyman Municipality (48.98034, 37.82025) <END>
<START:location> Stryi (49.3972, 24.20911) <END>
<START:location> Hruzka (49.98829, 35.00841) <END>
<START:location> Hovtva (49.41445, 33.86882) <END>
<START:location> Makiivka (48.00592, 37.96792) <END>
<START:location> Trostyanets (49.78511, 25.28418) <END>
<START:location> Kosivka (47.12777, 30.94522) <END>
<START:location> Uspenka (48.92932, 33.65274) <END>
<START:location> Rodniki (50.1594, 36.93479) <END>
<START:location> Tovshcha (50.25614, 28.00802) <END>
<START:location> Bystrshetska Guta (50.91667, 27.06667) <END>
<START:location> Chyhyn (52.20048, 33.57505) <END>
<START:location> Velyki Okorsk (50.75469, 24.92638) <END>
<START:location> Makarenkove (50.75248, 33.04375) <END>
<START:location> Zahorivka (51.5234, 33.50791) <END>
<START:location> Debaltseve (48.11186, 36.06366) <END>
<START:location> Molodizhnyi (49.1504, 33.4305) <END>
<START:location> Nyzhni Remety (48.25745, 22.82676) <END>
<START:location> Hlyboke (46.68833, 31.27983) <END>
<START:location> Maziv (49.78058, 24.53556) <END>
<START:location> Chervonka (51.40512, 28.05308) <END>
<START:location> Bene (48.16656, 22.75723) <END>
<START:location> Shtanivka (51.07669, 34.31019) <END>
<START:location> Petrivka (49.86755, 38.80199) <END>
<START:location> Novopetrivka (48.59848, 36.85888) <END>
<START:location> Frankivka (48.25278, 28.36656) <END>
<START:location> Kosenky (50.86986, 33.67183) <END>
<START:location> Kanivshchyna (49.78527, 32.18766) <END>
<START:location> Botanicheskoye sel'skoye poselenye (45.78638, 33.54838) <END>
<START:location> Ayvazovskaya (45.05, 35.38333) <END>
<START:location> Inhulo-Kamianka (48.26369, 32.52184) <END>
<START:location> Khychiv (50.65199, 28.58786) <END>
<START:location> Znamenivka (47.43145, 37.4437) <END>
<START:location> Holubivka (49.22663, 38.45644) <END>
<START:location> Chepizhyntsi (49.54792, 29.59567) <END>
<START:location> Psel (49.02187, 33.53386) <END>
<START:location> Volcheyarovka Nomer Pervyy (48.85139, 38.38806) <END>
<START:location> Andriivka (47.6603, 38.09124) <END>
<START:location> Zahrebellia (50.19708, 33.07008) <END>
<START:location> Golosievo Park (50.3928, 30.50819) <END>
<START:location> Illichivsk (46.32238, 30.63634) <END>
<START:location> Zhytlivka (49.09928, 38.19017) <END>
<START:location> Hlukhova (51.05501, 28.39195) <END>
<START:location> Unknown River (Rybky) (48.14516, 29.589) <END>
<START:location> Chervonaya Step’ (51.08175, 35.04267) <END>
<START:location> Luhove (47.17795, 36.88707) <END>
<START:location> Razvaliny Berëzovka (45.85912, 33.82634) <END>
<START:location> Khrebet Syhlis (48.7535, 23.96026) <END>
<START:location> Syze (48.59913, 39.62829) <END>
<START:location> Tytusivka (49.67671, 28.83084) <END>
<START:location> Natalivka (48.09977, 34.45352) <END>
<START:location> Yerkivtsi (49.92155, 33.00457) <END>
<START:location> Voskresenka (47.95453, 36.64391) <END>
<START:location> Malynivka (49.52469, 33.24513) <END>
<START:location> Verkhne-Plesovaya (49.18, 36.18194) <END>
<START:location> Ivanchytsi (51.83902, 26.16803) <END>
<START:location> Boski (48.86667, 25.08333) <END>
<START:location> Rosokhy (49.44098, 22.78589) <END>
<START:location> Pavlivka (50.61667, 27.46667) <END>
<START:location> Longis Common (49.72333, -2.17556) <END>
<START:location> Donetsk (48.023, 37.80224) <END>
<START:location> Mys Chahany (45.44106, 36.07326) <END>
<START:location> Yemtseva Dolyna (49.38333, 34.18333) <END>
<START:location> Novo-Arkhangelovka (47.58085, 34.83559) <END>
<START:location> Novoandriyivka (47.84917, 30.76453) <END>
<START:location> Cherneshchyna (50.09815, 34.84486) <END>
<START:location> Lisove (49.89649, 27.44167) <END>
<START:location> Pivostriv Utynyi (45.4057, 35.84795) <END>
<START:location> Stepne (47.81849, 33.23159) <END>
<START:location> Gnilitsa (50.6, 32.01667) <END>
<START:location> Omelianivka (51.17934, 29.75614) <END>
<START:location> Rudnia-Povchanska (51.14319, 28.61646) <END>
<START:location> Novosyolovka (45.26837, 34.96889) <END>
<START:location> Rudnychne (47.87976, 38.04033) <END>
<START:location> Reikartz Kharkiv (49.99439, 36.23804) <END>
<START:location> Staryy Orlik (48.78333, 34.23333) <END>
<START:location> Bugskiye Khutora (47.61667, 31.2) <END>
<START:location> Bazelivshchyna (52.0297, 33.80422) <END>
<START:location> Zhuravlivka (48.60134, 28.72004) <END>
<START:location> Voinskoye sel'skoye poselenye (45.86939, 33.99024) <END>
<START:location> Neseno-Irzhavets (49.95509, 32.69812) <END>
<START:location> Honoratka (50.25887, 25.31718) <END>
<START:location> Mytrofanivka (49.9478, 37.68023) <END>
<START:location> Novoamvrosiivske (47.83331, 38.49973) <END>
<START:location> Zubivka (50.51361, 34.80097) <END>
<START:location> Chaudyns’kyy Mayak (45.00439, 35.83682) <END>
<START:location> Pereval Masky (44.92195, 34.84123) <END>
<START:location> Zhovte (48.64896, 39.10942) <END>
<START:location> Novomykolayivka (48.56125, 34.37552) <END>
<START:location> Yadamivki (50.05, 24.36667) <END>
<START:location> Rudoman (50.70802, 34.06939) <END>
<START:location> Stoyany (47.76667, 38.18333) <END>
<START:location> Novosyulki (49.83728, 23.44221) <END>
<START:location> Mostyshche (51.31676, 26.08531) <END>
<START:location> Chervonyy Partizan Kolkhoz (48, 29.37778) <END>
<START:location> Oroshilovka (49.84972, 37.27278) <END>
<START:location> Prospekt Marshala Zhukova (46.36499, 30.70203) <END>
<START:location> Sosnivka (49.42094, 35.64924) <END>
<START:location> Trokhizbenka (48.75739, 38.96507) <END>
<START:location> Kolodiazhne (49.94726, 34.25053) <END>
<START:location> Murovani Kurylivtsi (48.71813, 27.53084) <END>
